year	site	block	clone	leaf	position	metacol	metarow	population	circularity	indent_depth	area
2008	Sävar	4	11	4.5	418	17	2	Ronneby	0.912456846	0.534859958	931.8998526
2008	Sävar	1	11	5.5	34	4	4	Ronneby	0.918129859	0.656716567	1159.210947
2008	Sävar	4	12	5	451	14	13	Ronneby	1.019016262	0.396951413	504.4207454
2008	Sävar	3	12	5.5	94	3	26	Ronneby	1.007982523	0.518901436	702.6443393
2008	Sävar	1	12	4.5	228	10	4	Ronneby	1.012207361	0.472916578	694.1197794
2008	Sävar	4	13	5.5	432	18	5	Ronneby	0.950440939	0.61973648	464.1299879
2008	Sävar	3	13	4.5	357	11	26	Ronneby	0.933586695	0.70671263	658.7861874
2008	Sävar	1	13	5.5	58	6	8	Ronneby	0.918361965	0.638829256	414.6182092
2008	Sävar	3	14	5	253	1	22	Ronneby	0.836471338	0.876894333	904.3281797
2008	Sävar	2	14	5.5	146	3	14	Ronneby	0.798112462	0.836394582	950.4458915
2008	Sävar	3	15	6	87	2	27	Ronneby	0.956672496	0.456010088	629.23543
2008	Sävar	4	16	5.5	392	14	9	Ronneby	0.824002157	0.906726091	751.7716462
2008	Sävar	3	16	5.5	138	4	23	Ronneby	0.835215164	0.829560049	709.6814345
2008	Sävar	2	16	5	116	2	17	Ronneby	0.84980685	0.906726091	760.0440935
2008	Sävar	3	18	4	180	5	28	Ronneby	0.74058734	0.929239434	883.5414893
2008	Sävar	2	18	4.5	109	6	15	Ronneby	0.82372029	0.875537562	1532.142325
2008	Sävar	2	20	4	264	11	12	Ronneby	0.81739928	0.656856904	632.746099
2008	Sävar	3	21	5.5	295	5	24	Vargarda	0.946865966	0.456581569	378.8780855
2008	Sävar	3	21	2	242	5	24	Vargarda	0.952258229	0.561374072	502.7757102
2008	Sävar	1	21	5.5	60	6	10	Vargarda	0.979905192	0.41763296	413.2883148
2008	Sävar	3	22	3.5	328	8	27	Vargarda	0.920727126	0.600719497	458.8513787
2008	Sävar	2	22	5.5	166	5	12	Vargarda	0.938088378	0.507739221	476.4866606
2008	Sävar	1	22	5.5	23	3	3	Vargarda	0.920848024	0.651855156	718.8614874
2008	Sävar	4	23	2.5	453	14	15	Vargarda	0.868714203	0.684046993	439.4134911
2008	Sävar	3	23	5.5	122	4	25	Vargarda	0.911676885	0.604111322	1250.724698
2008	Sävar	2	23	5.5	74	1	12	Vargarda	0.873985538	0.660529333	386.8164835
2008	Sävar	1	23	5	286	8	4	Vargarda	0.822398404	0.57249147	495.1745129
2008	Sävar	3	24	4.5	252	6	23	Vargarda	1.014092782	0.450617713	501.2976996
2008	Sävar	2	24	5	304	12	21	Vargarda	1.039430494	0.306790128	264.2897214
2008	Sävar	4	25	4	503	18	21	Vargarda	0.797802218	0.955985597	1230.580895
2008	Sävar	3	25	4	164	6	27	Vargarda	0.727725844	0.812049039	720.7145156
2008	Sävar	2	25	2.5	96	4	21	Vargarda	0.762474514	0.750672831	457.3733681
2008	Sävar	3	26	5.5	160	1	26	Vargarda	0.836337179	0.699663065	719.7186705
2008	Sävar	4	28	4.5	380	13	8	Vargarda	0.920775363	0.721015258	824.5754852
2008	Sävar	3	28	6.5	315	7	24	Vargarda	0.910804198	0.532566206	413.2946176
2008	Sävar	2	28	5.5	168	5	14	Vargarda	0.876164982	0.656856904	655.6473845
2008	Sävar	1	28	5.5	3	1	3	Vargarda	0.812121895	0.852146651	969.0234445
2008	Sävar	4	29	5.5	404	15	10	Vargarda	0.707901347	0.764178775	711.6636704
2008	Sävar	3	29	2.5	368	12	27	Vargarda	0.707387283	0.729030895	684.8483356
2008	Sävar	2	29	3	186	6	21	Vargarda	0.705631198	0.651499482	312.0839826
2008	Sävar	1	29	4.5	25	3	5	Vargarda	0.732271796	0.780290657	707.664533
2008	Sävar	4	30	5.5	469	15	20	Vargarda	0.95968745	0.575771397	906.4049579
2008	Sävar	3	30	4	321	7	30	Vargarda	0.937958195	0.569672027	539.6156754
2008	Sävar	2	30	4.5	172	5	18	Vargarda	0.966340519	0.493534197	535.9190733
2008	Sävar	1	30	5	18	2	8	Vargarda	0.969274135	0.620057929	1163.386563
2008	Sävar	4	31	4.5	497	18	15	Ydre	0.848557987	0.949972941	923.9835145
2008	Sävar	3	31	5	226	3	24	Ydre	0.825893979	0.817372987	731.1771917
2008	Sävar	1	31	6	54	6	4	Ydre	0.870298743	0.673648886	712.9431422
2008	Sävar	2	32	5.5	63	5	16	Ydre	1.083363591	0.355044137	746.3323152
2008	Sävar	1	32	6.5	170	7	3	Ydre	1.03321897	0.404595999	667.6132826
2008	Sävar	4	33	4	438	18	11	Ydre	0.919025024	0.577969982	881.8964541
2008	Sävar	3	33	5	290	4	29	Ydre	0.919063201	0.520456025	900.1052923
2008	Sävar	2	33	4	148	3	16	Ydre	0.895072209	0.647366982	1179.200331
2008	Sävar	1	33	5	43	5	3	Ydre	0.890742227	0.620057929	684.7191278
2008	Sävar	4	34	5	434	18	7	Ydre	1.037797049	0.566932771	961.3182508
2008	Sävar	3	34	5	346	10	25	Ydre	1.033429423	0.561374072	897.6534965
2008	Sävar	2	34	5.5	192	7	16	Ydre	1.02825735	0.49234377	864.8788483
2008	Sävar	1	34	3.5	103	11	3	Ydre	0.95793584	0.518896623	787.1997805
2008	Sävar	4	35	5.5	461	15	12	Ydre	0.939453637	0.541788284	961.5672121
2008	Sävar	3	35	5.5	85	6	29	Ydre	0.907264975	0.559730805	724.7609241
2008	Sävar	2	35	4	310	11	18	Ydre	0.896146104	0.566932771	632.746099
2008	Sävar	4	36	4	495	18	13	Ydre	0.873156611	0.59129418	587.2649717
2008	Sävar	3	36	6	317	7	26	Ydre	0.829393674	0.711307657	770.7462767
2008	Sävar	2	36	5.5	224	10	15	Ydre	0.921861521	0.546970139	1029.376069
2008	Sävar	1	36	4	7	1	7	Ydre	0.859121059	0.710088275	1271.725684
2008	Sävar	4	37	4	463	15	14	Ydre	0.892836768	0.561374072	939.8193421
2008	Sävar	2	37	5.5	140	2	19	Ydre	0.858352323	0.748688628	1033.479203
2008	Sävar	1	37	5	5	1	5	Ydre	0.851837252	0.84393028	1392.273362
2008	Sävar	4	38	5.5	499	18	17	Ydre	0.875230624	0.700978428	848.1952917
2008	Sävar	3	38	6	361	11	30	Ydre	0.941509436	0.577969982	707.749621
2008	Sävar	2	38	5.5	105	1	16	Ydre	0.970517502	0.65692847	975.206508
2008	Sävar	1	38	4.5	126	11	5	Ydre	0.961770526	0.503667637	551.6572073
2008	Sävar	4	39	4	436	18	9	Ydre	1.035834029	0.427529756	880.7493414
2008	Sävar	1	39	5.5	20	2	10	Ydre	0.992058863	0.482514577	1032.31003
2008	Sävar	4	40	5.5	441	13	14	Ydre	0.822176217	0.721015258	763.2301675
2008	Sävar	3	40	4	65	6	25	Ydre	0.763523224	0.73194224	623.0397609
2008	Sävar	2	40	4.5	306	7	14	Ydre	0.838430297	0.642480286	649.1869971
2008	Sävar	1	40	5.5	190	7	5	Ydre	0.8512349	0.678310872	554.3800242
2008	Sävar	4	41	5.5	386	14	3	Brunsberg	1.031044444	0.412240585	499.5833334
2008	Sävar	3	41	5	344	10	23	Brunsberg	1.067414156	0.462920919	774.798988
2008	Sävar	2	41	5.5	156	4	13	Brunsberg	1.075231373	0.462920919	1347.583238
2008	Sävar	1	41	5.5	21	3	1	Brunsberg	1.03144885	0.548117015	1004.735206
2008	Sävar	3	42	4.5	355	11	24	Brunsberg	0.949715907	0.591857861	908.8882678
2008	Sävar	2	42	5	220	10	11	Brunsberg	0.89571051	0.858737204	1136.908429
2008	Sävar	1	42	4	92	10	2	Brunsberg	0.950786346	0.620057929	841.8609607
2008	Sävar	4	43	5.5	424	17	8	Brunsberg	1.009114514	0.688948217	905.0309439
2008	Sävar	2	43	6	72	4	11	Brunsberg	0.98822534	0.577969982	931.6761026
2008	Sävar	1	43	5.5	154	8	2	Brunsberg	0.964723787	0.539008935	547.3145664
2008	Sävar	4	44	5	428	18	1	Brunsberg	1.037878043	0.427529756	745.5161004
2008	Sävar	3	44	5.5	81	3	22	Brunsberg	1.043080533	0.441769922	564.4141088
2008	Sävar	4	45	6	430	18	3	Brunsberg	0.95885087	0.604618379	918.1061376
2008	Sävar	2	45	5.5	188	7	12	Brunsberg	0.917791936	0.569672027	888.2906619
2008	Sävar	1	45	5.5	41	5	1	Brunsberg	0.895660792	0.631203286	806.2563476
2008	Sävar	4	46	5.5	420	17	4	Brunsberg	0.764957303	0.767445065	884.1938309
